City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
341,gunjur,13.2019,-16.7339,300.19,65,0,3.6,GM,1684871015
342,stettler,52.3168,-112.7186,295.01,26,67,7.2,CA,1684871016
343,falkenberg,56.9055,12.4912,285.51,100,100,1.46,SE,1684871016
344,turpan,42.9333,89.1667,296.53,16,4,2.12,CN,1684871017
345,baksan,43.6881,43.5369,294.02,91,58,1.44,RU,1684871017
346,kaka,37.3482,59.6143,301.98,29,0,3.23,TM,1684871017
347,san agustin,20.5333,-103.4667,302.77,13,0,1.03,MX,1684871018
348,coquimbo,-29.9533,-71.3436,289.0,94,75,4.12,CL,1684871018
349,sur,22.5667,59.5289,306.0,47,7,6.72,OM,1684870919
350,pikalevo,59.5183,34.1664,284.11,93,100,1.1,RU,1684871019
351,sao jose da coroa grande,-8.8978,-35.1478,299.2,85,16,5.19,BR,1684871020
352,kununurra,-15.7667,128.7333,291.14,45,4,2.06,AU,1684870757
353,iquique,-20.2208,-70.1431,293.17,70,12,2.72,CL,1684870755
354,jindabyne,-36.4167,148.6333,276.37,54,19,1.83,AU,1684871021
355,slave lake,55.2834,-114.769,285.14,87,100,5.66,CA,1684871022
356,boguchany,58.3814,97.4531,275.68,85,31,4.82,RU,1684871022
357,tosontsengel,48.7567,98.2839,276.21,77,98,1.52,MN,1684871022
358,greenland,43.0362,-70.8328,294.3,51,20,6.69,US,1684871023
359,wittstock,53.1612,12.4829,284.25,78,100,5.32,DE,1684871023
360,palikir - national government center,6.9248,158.1611,297.56,94,100,1.03,FM,1684871024
361,rivne,50.6231,26.2274,287.11,62,47,1.63,UA,1684871024
362,khandyga,62.6667,135.6,275.17,69,9,0.61,RU,1684871024
363,egilsstadir,65.2653,-14.3948,282.1,43,0,10.29,IS,1684871025
364,kavaratti,10.5669,72.642,302.2,72,19,1.95,IN,1684871025
365,cockburn town,21.4612,-71.1419,300.6,72,0,1.95,TC,1684871026
366,matoury,4.8483,-52.3317,301.13,78,75,4.63,GF,1684871026
